出现时间,弹幕模式,字号,颜色,发送时间,弹幕池,发送者id,rowID,弹幕内容
00:01:57,1,25,16777215,Sun Sep 11 20:08:26 2016,0,934a3922,2396629469,这么说本质都是兄弟嘛
00:01:57,4,25,15138834,Mon May 22 18:06:39 2017,0,2b661261,3391758411,灰色的旋涡
00:01:57,5,25,16724940,Fri Sep 30 23:11:42 2016,0,29f3186a,2469817763,灰色的漩涡
00:01:58,1,25,16777215,Tue Apr 24 09:40:05 2018,0,1b34922a,4483522185,斑带！ 
00:01:59,4,25,15138834,Mon May 22 18:06:39 2017,0,2b661261,3391759841,将我卷入了 迷雾中
00:01:59,5,25,16724940,Fri Sep 30 23:11:42 2016,0,29f3186a,2469819731,将我卷入了迷雾中
00:02:00,1,25,16777215,Mon Jul 31 21:37:40 2017,0,dd70609,3631586751,原来宇智波祖传受啊
00:02:00,1,25,16777215,Tue Aug 23 15:03:03 2016,0,1e8b7565,2315414013,原来都很开朗，现在全是面瘫
00:02:02,1,25,16777215,Wed Jul 13 22:10:32 2016,0,a9c9809d,2081586611,斑斑美如画
00:02:02,4,25,15138834,Mon May 22 18:06:37 2017,0,2b661261,3391760919,看不清的双手
00:02:02,5,25,16724940,Fri Sep 30 23:11:43 2016,0,29f3186a,2469820677,看不清的双手
00:02:03,1,25,16777215,Fri Jun  7 20:42:06 2019,0,3f87f1b1,17180472688771136,斑斑好帅啊啊啊
00:02:04,1,25,16777215,Sat May 20 15:03:39 2017,0,b3e7398c,3379910089,卡殿微笑着把鸣人揽住，我在这边是攻欧。。。。。[滑稽
00:02:05,1,25,16711782,Fri Aug 19 00:12:57 2016,0,c3b129bb,2290196133,承包泉奈
00:02:05,1,25,16777215,Fri Jun  9 13:01:23 2017,0,793c80d,3442956595,泉奈奈
00:02:05,1,25,16777215,Mon May 15 22:10:59 2017,0,793c80d,3361962990,泉奈小天使！！
00:02:05,1,25,16777215,Thu Feb 23 23:11:31 2017,0,dac3ee16,3038497840,可是为什么我硬是看出来了因修
00:02:05,1,25,16777215,Wed Jun 14 15:03:25 2017,0,d4e6e4f3,3457081296,奈奈  是真心难受
00:02:05,4,25,15138834,Mon May 22 18:06:40 2017,0,2b661261,3391762285,一朵花传来
00:02:05,5,25,16777215,Thu Jun 15 07:07:34 2017,0,d4e6e4f3,3458735497,不要虐我奈奈啊
00:02:06,1,25,16777215,Sun Jan 13 14:51:59 2019,0,779633c2,10601179276378114,泉奈小天使
00:02:06,1,25,16777215,Wed Jun  7 13:01:28 2017,0,793c80d,3437769365,泉奈奈小天使
00:02:06,4,25,15138834,Mon May 22 18:06:40 2017,0,2b661261,3391764071,谁经过的温柔
00:02:06,5,25,16724940,Fri Sep 30 23:11:43 2016,0,29f3186a,2469821937,一朵花传来
00:02:07,1,25,16777215,Tue Jun 21 13:01:24 2016,0,f0b04add,1981557843,好棒！(๑•̀ㅂ•́)و✧
00:02:07,5,25,14811775,Sat May 20 21:09:05 2017,0,2b661261,3381602777,谁经过的问候
00:02:08,1,25,16777215,Wed May  2 02:37:43 2018,0,3240b4f3,4504475668,所以本质骨科什么的吗QAQ
00:02:09,1,25,16777215,Fri Sep 23 21:09:41 2016,0,c4a9103d,2435868717,卧槽我泉奈美腻
00:02:09,1,25,16777215,Thu Mar  2 17:05:50 2017,0,9804a1c3,3060430722,奈奈啊啊啊啊啊啊呜哇
00:02:11,4,25,15138834,Mon May 22 18:06:41 2017,0,2b661261,3391766211,穿越千年的伤痛
00:02:12,1,25,16777215,Tue Oct  4 10:10:28 2016,0,2c02f878,2498340481,因陀罗永远比阿修罗白
00:02:12,5,25,16711680,Wed Jul 13 22:10:32 2016,0,a9c9809d,2081589319,喜
00:02:12,5,25,16724940,Fri Sep 30 23:11:43 2016,0,29f3186a,2469823627,穿越千年的伤痛
00:02:13,1,25,16777215,Tue Jul 18 22:10:17 2017,0,9611eaa9,3575280019, 看出来的那个大概是因为你瞎且贱？
00:02:13,5,25,15138834,Sat Jan  5 17:07:51 2019,0,7560d90e,10243065260277762,我不管这就是大婚！
00:02:14,1,25,15138834,Mon Jul 17 15:03:50 2017,0,ba80d225,3569857503,囍
00:02:14,1,25,16777215,Sat Sep 24 16:04:31 2016,0,1970834a,2438546699,都是弟控
00:02:14,1,25,16777215,Wed Sep 28 21:09:05 2016,0,201d17ea,2457118875,你们见过宇智波有攻的？
00:02:15,4,25,15138834,Mon May 22 18:06:41 2017,0,2b661261,3391767221,只为求一个结果
00:02:15,5,25,15138834,Mon Jul 17 19:07:17 2017,0,d334e2b,3570591683,囍
00:02:16,1,25,16777215,Thu Aug 11 21:09:17 2016,0,a6b3b7b0,2249180973,好虐啊MD
00:02:16,1,25,16777215,Thu Jun 23 12:12:06 2016,0,789dc0d8,1987867275,好虐的感觉
00:02:16,1,25,16777215,Tue Aug 23 15:03:04 2016,0,1e8b7565,2315415621,囍
00:02:16,1,25,16777215,Tue Jun 21 19:07:29 2016,0,4c36d108,1982658899,好厉害
00:02:16,5,25,15138834,Tue Oct  3 13:15:25 2017,0,bfd7a9a6,3856085311,囍
00:02:16,5,25,16646914,Fri Dec  7 22:54:15 2018,0,f1b0f8ed,8940306013093888,囍
00:02:16,5,25,16724940,Fri Sep 30 23:11:44 2016,0,29f3186a,2469824517,只为求一个结果
00:02:17,1,25,0,Tue Aug  8 14:34:55 2017,0,771c00d2,3666604809,囍
00:02:18,1,25,15138834,Wed Oct  4 11:31:17 2017,0,fea4794b,3859644989,囍囍
00:02:18,1,25,16777215,Sat Feb 24 17:30:46 2018,0,4a8fbd3c,4339413060,我居然抖腿了
00:02:18,1,25,16777215,Tue Oct  3 14:06:45 2017,0,df434bc4,3856291466,肤色论攻受
00:02:18,4,25,15138834,Mon May 22 18:06:41 2017,0,2b661261,3391768191,你留下的轮廓
00:02:19,1,25,16777215,Mon Jul  3 00:12:09 2017,0,30a9c874,3515013337,带土和止水都是攻
00:02:19,5,25,16724940,Fri Sep 30 23:11:44 2016,0,29f3186a,2469825551,你留下的轮廓
00:02:20,1,25,16777215,Fri Jun 21 11:54:50 2019,0,9455b355,17798065413423104,水土不服！！止水哥和带土是攻！！
00:02:20,1,25,16777215,Sat Jul  7 13:57:08 2018,0,52bc47db,1992742079561728,说宇智波没攻的，【止】水【带】土不服
00:02:20,1,25,16777215,Tue Apr  9 20:07:52 2019,0,ff40a61a,14506785357955074,水户大人。。。。
00:02:20,4,25,15138834,Mon May 22 19:07:52 2017,0,2b661261,3392078845,指引我
00:02:20,5,25,15138834,Wed Sep 21 20:08:43 2016,0,7d0b24ce,2430340949,囍
00:02:20,5,25,16777215,Fri Jun  2 22:10:55 2017,0,bc47efa,3426290129,见过
00:02:21,5,25,16724940,Fri Sep 30 23:11:44 2016,0,29f3186a,2469827883,指引我
00:02:22,1,25,16777215,Sun Jun 11 23:11:07 2017,0,26f8a50,3450878779,我止水哥就是攻啊233
00:02:22,1,25,16777215,Thu Jul  7 10:10:51 2016,0,99f5a68b,2048432443,233333333333333
00:02:22,1,25,16777215,Tue Sep 20 21:09:53 2016,0,9b14d89e,2428027381,求一个结果……
00:02:22,1,25,41194,Tue Jun 21 00:12:02 2016,0,f5612aa8,1980365725,不知该说什么……硬币是你的了！
00:02:22,4,25,15138834,Mon May 22 18:06:40 2017,0,2b661261,3391770031,黑夜中不寂寞
00:02:23,1,25,16707842,Tue Sep 26 15:07:44 2017,0,b6979889,3838367417,对啊，带土和止水都是攻
00:02:23,5,25,14811775,Sat May 20 21:09:06 2017,0,2b661261,3381606709,黑夜中不寂寞
00:02:24,1,25,16777215,Fri Dec 30 23:11:52 2016,0,ee0f4351,2796327531,止水和带土是受？
00:02:24,1,25,16777215,Mon Jul 25 05:05:20 2016,0,924b7d32,2142106737,修因和柱斑嗷嗷嗷
00:02:24,1,25,16777215,Thu Jun 23 22:10:50 2016,0,dd9f7f89,1989932027,画质好评
00:02:25,1,25,16777215,Thu Dec 14 19:03:38 2017,0,d29f76b6,4035125632,宇智波家都高领
00:02:25,4,25,15138834,Mon May 22 18:06:42 2017,0,2b661261,3391771451,穿越千年的哀愁
00:02:26,1,25,16777215,Thu Aug 17 16:57:03 2017,0,38accc0e,3709543731,后面那个白毛的是卡殿的papa吗
00:02:26,5,25,16724940,Fri Sep 30 23:11:45 2016,0,29f3186a,2469829727,穿越千年的哀愁
00:02:26,5,25,26367,Mon Aug 29 21:09:25 2016,0,fdad4dcf,2351137171,承包扉间男神！
00:02:27,1,25,16777215,Fri Sep  7 21:58:21 2018,0,a91aa2eb,4816385594097664,带土攻啊
00:02:28,1,25,16777215,Sun Jul  2 19:07:35 2017,0,ef73af5b,3513944278,水土不服
00:02:28,1,25,16777215,Sun Jul 16 23:11:35 2017,0,16660d7f,3567760873,这个故事告诉我们多读点书，少看点漂亮的宇智波
00:02:28,1,25,41194,Thu Jan 19 16:04:11 2017,0,9bb3afc5,2868136246,呆兔子那么傲娇会是攻？止水和鼬两受相遇必有一攻！
00:02:28,1,25,65535,Sat Jan 27 14:25:46 2018,0,9873e494,4217834870,斑斑不哭，抱抱
00:02:28,1,25,6750156,Mon Jul 30 21:08:59 2018,0,7560d90e,3048191995936768,那个白毛是二代啊hhh不是旗木朔茂啊hhhhhh
00:02:28,4,25,15138834,Mon May 22 18:06:42 2017,0,2b661261,3391773685,是你在尽头等我
00:02:29,1,25,16777215,Sat Jul 21 11:52:32 2018,0,750e81e,2623001063325696,宇智波家的攻受可好分了，平头的两个是攻
00:02:29,1,25,16777215,Thu Mar  2 17:05:50 2017,0,9804a1c3,3060432386,奈奈呜哇T^T表白字幕君
00:02:29,1,25,16777215,Wed May  2 00:03:48 2018,0,cbd756df,4504242034,呆兔是受啊啊啊啊
00:02:29,5,25,16724940,Fri Sep 30 23:11:45 2016,0,29f3186a,2469830967,是你在尽头等我
00:02:30,1,25,16777215,Mon Feb 13 16:04:49 2017,0,48812f45,2999429134,水土不服
00:02:30,1,25,16777215,Mon Jul  3 00:12:10 2017,0,30a9c874,3515014721,卡33
00:02:30,1,25,16777215,Mon Jul  3 00:12:10 2017,0,30a9c874,3515015629,卡33不会是攻
00:02:31,1,25,16777215,Mon Mar 18 12:54:46 2019,0,eeddc9b1,13496594827575300,囍
00:02:31,1,25,16777215,Thu Feb 16 15:03:29 2017,0,d4e6e4f3,3010074526,……止水当然是攻 鼬太温柔了
00:02:31,1,25,16777215,Wed May 16 21:16:06 2018,0,cbd756df,4541307309,呆兔是伪高冷真炸毛受！！！！！！！1
00:02:31,4,25,15138834,Mon May 22 18:06:43 2017,0,2b661261,3391775793,最美丽的感动
00:02:32,1,25,16777215,Mon May 27 23:35:00 2019,0,3f87f1b1,16687628697468932,斑斑啊
00:02:32,1,25,16777215,Thu Apr 26 20:02:50 2018,0,582ab6b5,4488643497,突然发现这三生三世的肤色全都是黑白配的，，，呃，是小麦色和白色的
00:02:32,5,25,16724940,Fri Sep 30 23:11:46 2016,0,29f3186a,2469832569,最美丽的感动
00:02:33,1,25,16777215,Wed Aug 16 21:25:04 2017,0,a9e01fad,3706008894,你们为啥就是不结婚呢！！结婚了就啥事都没了好不好
00:02:33,4,25,15138834,Mon May 22 18:06:43 2017,0,2b661261,3391776779,会值得
00:02:34,1,25,16777215,Sat May 20 15:03:40 2017,0,b3e7398c,3379913415,卡带也很萌的
00:02:35,1,25,16777215,Fri May  3 11:55:27 2019,0,511c51cc,15578458819657732,木叶的名字，斑给的
00:02:35,1,25,16777215,Wed Jun 22 12:12:44 2016,0,5a81e404,1984752973,泪目
00:02:35,5,25,16724940,Fri Sep 30 23:11:46 2016,0,29f3186a,2469834957,会值得用一生守候
00:02:36,4,25,15138834,Mon May 22 19:07:52 2017,0,2b661261,3392081237,用一生守候
00:02:37,1,25,16777215,Mon Feb 13 00:12:52 2017,0,ef5eb7d8,2997625206,佐助他爸爸的万花筒好漂亮啊
00:02:38,1,25,16777215,Thu Nov 15 21:01:31 2018,0,ba8d9344,7940192959201280,老卡受出天际了
00:02:38,1,25,16777215,Wed Sep 20 11:41:52 2017,0,50329a25,3824313011,音质好评
00:02:39,5,25,16777215,Mon Oct 10 21:09:37 2016,0,4eccc23f,2541593959,你说过会在我背后守候我，可是你从背后杀了我
00:02:40,1,25,15138834,Fri Sep  7 21:58:53 2018,0,a91aa2eb,4816402305253376,带土肯定攻啊，护妻狂魔送眼睛无敌了
00:02:40,1,25,16707842,Tue Sep 26 15:06:35 2017,0,b6979889,3838368093,带卡，止鼬
00:02:40,1,25,16777215,Thu Jan 24 10:19:25 2019,0,35994a8a,11090888295972864,朱迪是真狠 说杀就杀了
00:02:41,1,25,16777215,Sat Jun  2 21:55:36 2018,0,308213d4,422346409639938,斑：我竟然会被人背后捅刀
00:02:41,1,25,16777215,Sun Feb 10 19:45:08 2019,0,1e7da01c,11878758434734082,为什么是从背后捅？斑背后不是很敏感吗？
00:02:41,5,25,15138834,Tue Aug 30 22:10:12 2016,0,19f1e30,2356280793,都说是守候为什么要放这一幕啊！
00:02:42,1,25,16777215,Mon Jan  8 18:33:37 2018,0,9513ef77,4166652043,這裡好虐
00:02:43,1,25,16777215,Tue Feb  7 11:11:58 2017,0,f9d3aba6,2967584094,泪目TAT
00:02:45,1,25,16777215,Thu Jul 28 21:09:20 2016,0,d147e290,2163766563,柱斑好虐啊
00:02:45,1,25,16777215,Wed Jun 22 12:12:44 2016,0,5a81e404,1984753751,柱斑
00:02:46,1,25,16777215,Tue Nov 14 22:24:38 2017,0,d4e6e4f3,3964654140,本为了守护而建立的村子最终却杀死了最重要的人
00:02:47,1,25,16777215,Mon Oct 10 21:09:52 2016,0,6891c0ea,2541650425,QAQ
00:02:47,1,25,16777215,Tue Aug 30 23:11:07 2016,0,9417129b,2356554123,好虐
00:02:48,1,25,16777215,Sat Sep 24 16:04:31 2016,0,1970834a,2438548753,不是要守候吗？
00:02:48,1,25,16777215,Wed Aug 16 21:25:20 2017,0,a9e01fad,3706010212,这刀子
00:02:49,1,25,16777215,Sun Aug 28 16:04:36 2016,0,9dd92ac1,2344410947,WOW
00:02:50,1,25,16777215,Mon Feb  6 19:07:08 2017,0,572eef25,2964365514,一眼看过去以为身上全是血，看了全部才发现是水，吓哭我QAQ
00:02:51,1,25,16777215,Sat Dec 24 16:04:05 2016,0,7247792c,2777398431,这全部BE了？
00:02:51,1,25,16777215,Sat Jul 23 14:02:14 2016,0,cd9f75e8,2132663619,柱斑
00:02:51,1,25,16777215,Tue Sep 20 22:10:29 2016,0,d5fb7459,2428161493,歌很好听
00:02:52,4,25,15138834,Mon May 22 18:06:44 2017,0,2b661261,3391779895,穿越千年的伤痛
00:02:53,1,25,16777215,Thu Aug 11 21:09:17 2016,0,a6b3b7b0,2249184447,QMQQQQ
00:02:54,1,25,0,Sat May 20 16:04:59 2017,0,7070def2,3380268163,柱间
00:02:55,1,25,16777215,Sat Apr  6 12:41:15 2019,0,e60122df,14356840902033410,本末倒置
00:02:55,1,25,16777215,Sun Nov 12 13:19:52 2017,0,c7fb52fd,3958981295,佐助他爹哪来的万花筒
00:02:55,1,25,16777215,Sun Oct 30 15:03:00 2016,0,9294b7b1,2612313299,哭唧唧
00:02:55,1,25,16777215,Thu Feb 16 15:03:29 2017,0,d4e6e4f3,3010076100,下一世……
00:02:55,4,25,15138834,Mon May 22 18:06:44 2017,0,2b661261,3391780771,只为求一个结果
00:02:56,1,25,16777215,Mon Jul 11 22:10:16 2016,0,12925e0d,2071615191,哇啊啊啊啊啊啊啊啊啊啊啊好棒
00:02:56,1,25,16777215,Sun Sep  9 12:34:52 2018,0,4b3b3892,4889256895447044,卧槽
00:02:56,5,25,16777215,Mon Aug  8 01:01:35 2016,0,f5357308,2225345479,鸣佐大法！！！
00:02:57,1,18,15138834,Tue Dec 27 15:03:25 2016,0,24beb478,2786774819,心痛
00:02:58,1,25,15138834,Fri Sep  7 21:59:17 2018,0,a91aa2eb,4816415178096640,鸣佐各自成家 
00:02:58,1,25,16777215,Sat Apr 20 05:43:09 2019,0,7dda1fcd,14977867133747200,前面那个说富岳没万花筒的你看过火影没
00:02:58,1,25,16777215,Sun Jan 20 17:32:02 2019,0,3f7eb686,10923303142162432,只有这对he了
00:02:58,4,25,15138834,Mon May 22 18:06:42 2017,0,2b661261,3391781683,你留下的轮廓
00:03:00,1,25,16777215,Thu Mar  9 21:09:00 2017,0,f4aa98fa,3083783074,如果这都不算爱
00:03:00,1,25,16777215,Tue Jul 10 19:00:03 2018,0,25661246,2138166476144640,鸣佐
00:03:00,1,25,16777215,Tue Jun 27 10:10:56 2017,0,828746df,3495824196,仿佛看见了蜜汁红晕(´･_･`)
00:03:00,4,25,15138834,Mon Jun  5 10:10:56 2017,0,2b661261,3432498250,指引我
00:03:01,1,25,0,Tue Aug  8 14:34:11 2017,0,771c00d2,3666607675,鸣佐
00:03:01,1,25,15772458,Wed Jun 14 17:05:39 2017,0,38b9610,3457318303,只要你们在一起，佐鸣 鸣佐都无所谓了！
00:03:01,1,25,16777215,Fri Aug 24 19:07:14 2018,0,3754fcf1,4176823991664640,感觉还是这对最虐，前两世都没有喜欢的人，这一世两人各组家庭
00:03:02,1,25,15138834,Fri Sep  7 21:59:29 2018,0,a91aa2eb,4816421013946368,鸣佐鸣佐鸣佐鸣佐
00:03:02,1,25,16777215,Wed May  9 21:23:17 2018,0,2a876b3b,4524277079,富岳的万花筒在鼬真传有露过
00:03:02,4,25,15138834,Mon May 22 18:06:45 2017,0,2b661261,3391783031,黑夜中不寂寞
00:03:03,1,25,16707842,Mon May 15 19:07:18 2017,0,40e91904,3360870010,事实上这对才是最大的BE啊！
00:03:03,1,25,16777215,Sat Mar  9 14:51:25 2019,0,cd1deb84,13092578090024962,HE一个p他们各自结婚了。
00:03:03,1,25,16777215,Thu Jun  8 02:02:16 2017,0,908ed7e4,3439713811,说宇智波都是受的，水土不服，止水带土 攻爆了
00:03:03,1,25,16777215,Tue Jul 10 17:28:33 2018,0,e2add34b,2135287847714816,三生三世，千年之恋
00:03:03,1,25,16777215,Wed Jun 22 16:04:12 2016,0,b4c0daa4,1985358577,棒
00:03:05,1,25,16777215,Tue Jul 10 19:00:55 2018,0,25661246,2138193417732160,天天说逆无所谓的你们够了吧，滚一边去好吗？去无差的视频刷
00:03:05,4,25,15138834,Mon May 22 18:06:45 2017,0,2b661261,3391783833,穿越千年的哀愁
00:03:06,1,25,16707842,Tue Jun 12 20:23:51 2018,0,79cfa251,872445061365760,对家请安静地滚出去，这里不需要你来刷逆不逆无关
00:03:06,1,25,16777215,Sun May 21 18:06:18 2017,0,f2bc460a,3386920259,因为老年组和中年组都成既定事实了，无法挽回
00:03:07,1,25,0,Fri Feb  3 13:01:23 2017,0,542a3a1a,2944808856,鸣佐
00:03:07,1,25,16777215,Sat Apr  6 12:42:11 2019,0,e60122df,14356870209732610,因陀罗一直都在保护自己的弟弟阿修罗，打的最狠的也是因陀罗
00:03:08,4,25,15138834,Mon May 22 18:06:45 2017,0,2b661261,3391784671,是你在尽头等我
00:03:09,1,25,41194,Sun Apr 23 18:06:35 2017,0,75c0ae80,3262494190,二柱子我的
00:03:09,5,25,15138834,Tue Jul 12 18:06:43 2016,0,158f4ff8,2075448371,手动屏蔽逆家
00:03:10,1,25,16777215,Tue Aug  1 12:47:08 2017,0,90645902,3633831557,我们之中又出了个金毛叛徒♬(ノ゜∇゜)ノ♩
00:03:11,4,25,15138834,Mon May 22 18:06:45 2017,0,2b661261,3391785553,最美丽的感动
00:03:12,1,25,16777215,Wed Feb  1 23:11:44 2017,0,40b8b5bc,2937334648,第一世你为我而死，第二世我亲手杀了你，这一世，我一定护你周全
00:03:13,5,25,16707842,Sun Feb 25 11:01:13 2018,0,8620c44b,4341863898,这是鸣佐好不好不要ky。。。
00:03:14,1,25,16777215,Wed Jul 13 22:10:34 2016,0,a9c9809d,2081596079,情定南贺川啊啊啊啊啊啊啊啊啊
00:03:14,4,25,15138834,Mon May 22 18:06:46 2017,0,2b661261,3391786779,会值得
00:03:15,1,25,16777215,Thu Aug 18 14:02:11 2016,0,8a434fc0,2286223991,为什么我看到的都是反的cp呢
00:03:16,1,25,0,Sun Feb 19 10:10:32 2017,0,e0b68088,3021855080,鸣佐鸣佐鸣佐鸣佐
00:03:16,1,25,16777215,Sat Jul 23 19:07:40 2016,0,521bdaef,2134196837,鸣佐5555555555555555555
00:03:16,1,25,16777215,Sun Jun 24 17:21:36 2018,0,c8b69cc5,1410293577547776,............第一世不是为他而死吧？
00:03:16,1,25,16777215,Thu Oct 26 09:40:54 2017,0,5bcc41a1,3919815299,宇智波出美人
00:03:16,1,25,16777215,Tue Sep 27 14:02:03 2016,0,69cadbaa,2448685561,修因柱斑鸣佐
00:03:16,4,25,15138834,Mon Jun  5 10:10:57 2017,0,2b661261,3432499572,用一生守候
00:03:20,1,25,16711782,Fri Aug 19 00:12:59 2016,0,c3b129bb,2290201711,←建议眼科
00:03:21,1,25,16777215,Sat May 20 19:07:09 2017,0,4b25db90,3380954461,鸣佐生一堆
00:03:21,1,25,16777215,Sun Jul 30 10:18:34 2017,0,a9a2eefe,3624074104,五个亚洲人一个黄毛 
00:03:21,1,25,16777215,Tue Aug 23 15:03:05 2016,0,1e8b7565,2315421185,+1
00:03:22,1,25,16777215,Fri Sep 16 05:05:54 2016,0,b409f9ea,2411536975,这个MAD怎么回事？KY怎么这么多
00:03:22,5,25,16777215,Fri Feb 16 17:01:26 2018,0,bb7c54da,4307167623,又见分手谷
00:03:22,5,25,16777215,Wed Jun 22 12:12:48 2016,0,5d578085,1984765957,鸣人我承包了
00:03:23,1,25,16777215,Sun Aug 21 21:09:10 2016,0,aa9b75b2,2306114693,一个神奇的地方——南贺川
00:03:23,5,25,16707842,Fri Sep  7 22:00:48 2018,0,a91aa2eb,4816462887780352,鸣佐鸣佐鸣佐
00:03:24,1,25,16777215,Fri Feb 15 22:27:57 2019,0,3bfa8eda,12110372697276418,只求在一起 
00:03:24,1,25,16777215,Mon Apr  9 16:42:09 2018,0,604d598d,4448722343,這叫可逆不可拆
00:03:24,1,25,16777215,Sat May 20 13:01:06 2017,0,947f169c,3379201495,+1
00:03:24,5,25,15138834,Sat Feb 24 12:50:58 2018,0,88a8dfad,4338427394,这里的阴遁三世都是受，ky去死好么
00:03:25,5,25,11890,Sun Sep 16 12:27:26 2018,0,38fdeb9b,5206112634667012,阿修罗一脉鸣人情商最高，因陀罗一脉佐助最幸运。
00:03:26,1,25,16777215,Thu Mar 21 21:47:57 2019,0,a1d660f1,13649262569586688,鸣佐
00:03:27,1,25,0,Wed May 17 20:08:00 2017,0,486cc030,3368476458,别说话其实全都是我说的
00:03:27,1,25,16777215,Tue Dec 26 21:10:22 2017,0,fb3205fe,4062265755,还有终结谷
00:03:28,1,25,41194,Thu Sep  7 06:20:06 2017,0,8602b92c,3793133898,情定南贺川，情灭终结谷
00:03:29,1,25,16777215,Mon May 15 23:11:03 2017,0,793c80d,3361973388,这一对也是be
00:03:29,1,25,16777215,Sun Jul 24 14:02:38 2016,0,e4adac08,2138210287,哎呀
00:03:29,1,25,16777215,Thu Nov 29 20:30:39 2018,0,a97f07fb,8573400862687234,迟早填平了那条河——by忍界众
00:03:29,1,25,16777215,Tue Feb 12 13:18:05 2019,0,9324b3c,11957179873492996,南贺川啊～
00:03:29,1,25,16777215,Tue May  1 17:39:54 2018,0,897590cd,4503027672,前面说佐助不是因陀罗转世的有没有好好看火影啊
00:03:29,5,25,16724787,Mon Jul  4 23:11:36 2016,0,c917480f,2037849495,佐助归我啦
00:03:30,1,25,16777215,Tue Oct 30 14:55:17 2018,0,61f7176,7203896646172672,撕攻受的真的low
00:03:31,1,25,16776960,Fri Mar  3 19:07:37 2017,0,4073da26,3063588372,虐
00:03:31,1,25,16777215,Sat Apr  6 12:43:14 2019,0,e60122df,14356903230963712,佐助过的不好！鸣人也没有保护好佐助，佐助不需要去赎罪
00:03:31,1,25,16777215,Sun Apr 21 23:35:05 2019,0,c001892d,15056885711372292,鼬个头。。。。你哪脑补的火影
00:03:31,1,25,16777215,Thu Jul  7 19:07:53 2016,0,8c506265,2050726681,你们俩要在一起吗
00:03:31,1,25,16777215,Wed Jun  7 01:01:09 2017,0,793c80d,3436988060,最大的be
00:03:31,5,25,16777215,Tue Jul 10 19:01:48 2018,0,25661246,2138221067108352,别想，佐助是我的
00:03:32,1,25,16777215,Wed May 15 20:21:27 2019,0,fcfa7d67,16137958316834818,哪里来的幻想怪你鼬是因陀罗
00:03:32,1,25,6830715,Sun Apr 23 18:06:32 2017,0,75c0ae80,3262481234,er
00:03:33,1,25,16777215,Sat Apr 20 05:44:17 2019,0,7dda1fcd,14977902829895680,你喜欢一个人然后天天被发朋友卡，你开心吗？
00:03:33,1,25,16777215,Thu Jul  5 20:14:33 2018,0,b108ca1,1914017196539904,定情河 分手谷
00:03:34,1,25,16777215,Mon Jul 24 20:16:59 2017,0,41982d9c,3599791133,佐鸣就佐鸣，找存在感是找喷吗？
00:03:34,1,25,16777215,Wed Aug 16 21:26:09 2017,0,a9e01fad,3706014132,这简直就是绝交圣地了
00:03:35,1,25,0,Sat May 20 16:04:59 2017,0,7070def2,3380271377,别扭的柱子
00:03:35,1,25,16777215,Fri Aug  4 10:35:41 2017,0,48e15835,3647432844,修因柱斑鸣佐
00:03:35,1,25,16777215,Fri Mar 10 03:03:32 2017,0,f67fba43,3084782476,因陀罗与阿修罗的宿命在鸣人这一代终于终极了
00:03:35,1,25,16777215,Mon Jul 11 22:10:17 2016,0,12925e0d,2071620809,在一起在一起
00:03:36,1,25,16777215,Sat Jun 16 13:55:40 2018,0,25661246,1041427455279106,转世是查克拉转世，不是灵魂转世
00:03:37,1,25,16777215,Sat Apr  6 12:44:13 2019,0,e60122df,14356933815304194,扭曲的人生观，扭曲的世界，大部分人都在保护这个扭曲的世界
00:03:37,1,25,6830715,Sun Apr 23 18:06:33 2017,0,75c0ae80,3262487778,二少我的
00:03:38,1,25,16777215,Sat Jan 21 15:03:11 2017,0,bb50821b,2877911328,对家你们刷cp好玩吗？ ky到死
00:03:41,1,25,0,Fri Jul  7 22:10:20 2017,0,18ca72c6,3532420539,鸣佐
00:03:41,1,25,16777215,Thu Jan  4 20:41:29 2018,0,fb3205fe,4156085596,是太子的
00:03:42,1,25,16777215,Tue Apr 18 16:04:31 2017,0,60b0af53,3239956058,终结了却断了
00:03:43,1,25,16777215,Sat Apr  7 21:42:20 2018,0,75d45cd,4445102528,真的是終結谷
00:03:44,1,25,16777215,Mon Sep 12 03:03:31 2016,0,14504ba9,2397720209,明明是鸣佐向，非要来刷什么存在感烦不烦的
